"Class","Manufacturer","carline name","displ","cyl","trans","drv","bidx","cty","hwy","cmb","ucty","uhwy","ucmb","fl","G","T","S","2pv","2lv","4pv","4lv","hpv","hlv","fcost","eng dscr","trans dscr","vpc","cls"
"STANDARD PICKUP TRUCKS 2WD","GMC","C1500 SIERRA 2WD",4.8,8,"Manual(M5)","R",810,16,20,18,17.9,25.9,20.79,"R",,,,,,,,,,1251,,"SIL",2,12
"STANDARD PICKUP TRUCKS 2WD","GMC","C1500 SIERRA 2WD",5.3,8,"Auto(L4)","R",843,15,19,16,16.2,23.84,18.93,"R",,,,,,,,,,1406,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","LINCOLN","BLACKWOOD 2WD",5.4,8,"Auto(L4)","R",657,12,17,14,13.47,21.26,16.13,"P",,,,,,,,,,1767,"4V DOHC","CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","MAZDA","B2300 2WD",2.3,4,"Auto(L5)","R",955,21,25,22,22.8,31.8,26.13,"R",,,,,,,,,,1024,"4V DOHC","CLKUP",4,12
"STANDARD PICKUP TRUCKS 2WD","MAZDA","B2300 2WD",2.3,4,"Manual(M5)","R",957,24,28,25,26.28,35.27,29.69,"R",,,,,,,,,,900,,,4,12
"STANDARD PICKUP TRUCKS 2WD","MAZDA","B3000",3,6,"Auto(L5)","R",959,17,22,19,18.9,27.9,22.11,"R",,,,,,,,,,1184,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","MAZDA","B3000",3,6,"Manual(M5)","R",958,19,22,20,20.8,28.65,23.73,"R",,,,,,,,,,1125,,,2,12
"STANDARD PICKUP TRUCKS 2WD","MAZDA","B4000 2WD",4,6,"Auto(L5)","R",972,17,21,18,18.4,27.2,21.54,"R",,,,,,,,,,1251,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","MAZDA","B4000 2WD",4,6,"Manual(M5)","R",974,17,22,19,19.3,27.8,22.38,"R",,,,,,,,,,1184,,,2,12
"STANDARD PICKUP TRUCKS 2WD","NISSAN","FRONTIER 2WD",2.4,4,"Auto(L4)","R",81,20,23,21,21.9,29.9,24.9,"R",,,,,,,,,,1071,,,4,12
"STANDARD PICKUP TRUCKS 2WD","NISSAN","FRONTIER 2WD",2.4,4,"Manual(M5)","R",81,22,25,24,24.6,32.6,27.65,"R",,,,,,,,,,938,,,4,12
"STANDARD PICKUP TRUCKS 2WD","NISSAN","FRONTIER V6-2WD",3.3,6,"Auto(L4)","R",91,16,20,17,17.88,25.09,20.54,"R",,,,,,,,,,1323,,"CLKUP",4,12
"STANDARD PICKUP TRUCKS 2WD","NISSAN","FRONTIER V6-2WD",3.3,6,"Auto(L4)","R",94,15,18,17,17.08,23.68,19.53,"P",,,"S",,,,,,,1455,,"CLKUP",4,12
"STANDARD PICKUP TRUCKS 2WD","NISSAN","FRONTIER V6-2WD",3.3,6,"Manual(M5)","R",91,16,19,17,18.25,23.91,20.43,"R",,,,,,,,,,1323,,,4,12
"STANDARD PICKUP TRUCKS 2WD","NISSAN","FRONTIER V6-2WD",3.3,6,"Manual(M5)","R",94,15,18,16,16.66,23.64,19.22,"P",,,"S",,,,,,,1547,,,4,12
"STANDARD PICKUP TRUCKS 2WD","TOYOTA","TOYOTA TACOMA 2WD",2.4,4,"Auto(A4)","R",22,22,25,23,23.99,31.67,26.93,"R",,,,,,,,,,979,,,4,12
"STANDARD PICKUP TRUCKS 2WD","TOYOTA","TOYOTA TACOMA 2WD",2.4,4,"Manual(M5)","R",22,22,27,24,24.52,34.95,28.33,"R",,,,,,,,,,938,,,4,12
"STANDARD PICKUP TRUCKS 2WD","TOYOTA","TOYOTA TACOMA 2WD",2.7,4,"Auto(L4)","R",23,19,22,20,20.96,27.65,23.52,"R",,,,,,,,,,1125,,"2MODE CLKUP",4,12
"STANDARD PICKUP TRUCKS 2WD","TOYOTA","TOYOTA TACOMA 2WD",3.4,6,"Auto(L4)","R",11,17,19,18,18.8,24.6,21.03,"R",,,,,,,,,,1251,,"2MODE CLKUP",4,12
"STANDARD PICKUP TRUCKS 2WD","TOYOTA","TOYOTA TACOMA 2WD",3.4,6,"Manual(M5)","R",11,18,22,20,20.5,28.65,23.51,"R",,,,,,,,,,1125,,,4,12
"STANDARD PICKUP TRUCKS 2WD","TOYOTA","TOYOTA TUNDRA 2WD",3.4,6,"Auto(L4)","R",11,16,19,17,18.05,24.75,20.56,"R",,,,,,,,,,1323,,"CLKUP",4,12
"STANDARD PICKUP TRUCKS 2WD","TOYOTA","TOYOTA TUNDRA 2WD",3.4,6,"Manual(M5)","R",11,16,19,18,18.19,24.62,20.61,"R",,,,,,,,,,1251,,,4,12
"STANDARD PICKUP TRUCKS 2WD","TOYOTA","TOYOTA TUNDRA 2WD",4.7,8,"Auto(L4)","R",10,15,18,16,16.37,23.14,18.85,"R",,,,,,,,,,1406,,"CLKUP",4,12
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K1500 SILVERADO 4WD",5.3,8,"Auto(L4)",4,830,14,17,15,15.2,21.9,17.63,"R",,,,,,,,,,1501,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K1500 SILVERADO 4WD",4.3,6,"Auto(L4)",4,813,15,18,16,16.4,23.6,19.01,"R",,,,,,,,,,1406,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K1500 SILVERADO 4WD",4.3,6,"Manual(M5)",4,815,14,18,15,15.44,22.55,18,"R",,,,,,,,,,1501,,"SIL",2,13
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K1500 SILVERADO 4WD",4.8,8,"Auto(L4)",4,809,14,18,16,15.9,22.6,18.35,"R",,,,,,,,,,1406,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K1500 SILVERADO 4WD",4.8,8,"Manual(M5)",4,811,14,17,15,15.1,21.6,17.47,"R",,,,,,,,,,1501,,"SIL",2,13
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K1500 SILVERADO 4WD",5.3,8,"Auto(L4)",4,844,14,17,15,15.5,21.9,17.85,"R",,,,,,,,,,1501,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","S10 PICKUP 4WD",4.3,6,"Auto(L4)",4,813,15,20,17,16.8,25.5,19.85,"R",,,,,,,,,,1323,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","S10 PICKUP 4WD",4.3,6,"Manual(M5)",4,815,14,17,15,15.3,21.7,17.64,"R",,,,,,,,,,1501,,"SIL",2,13
"STANDARD PICKUP TRUCKS 4WD","DODGE","DAKOTA PICKUP 4WD",3.9,6,"Auto(L4)",4,150,14,17,16,15.94,22.42,18.32,"R",,,,,,,,,,1406,,,2,13
"STANDARD PICKUP TRUCKS 4WD","DODGE","DAKOTA PICKUP 4WD",3.9,6,"Manual(M5)",4,152,15,19,17,17.1,24.6,19.82,"R",,,,,,,,,,1323,,"SIL",2,13
"STANDARD PICKUP TRUCKS 4WD","DODGE","DAKOTA PICKUP 4WD",4.7,8,"Auto(L4)",4,172,13,18,15,14.58,22.64,17.36,"R",,,,,,,,,,1501,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","DODGE","DAKOTA PICKUP 4WD",4.7,8,"Manual(M5)",4,172,14,18,16,15.73,23.21,18.39,"R",,,,,,,,,,1406,,,2,13
"STANDARD PICKUP TRUCKS 4WD","DODGE","DAKOTA PICKUP 4WD",5.9,8,"Auto(L4)",4,200,12,16,13,13.3,20.3,15.74,"R",,,,,,,,,,1730,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","DODGE","RAM 1500 PICKUP 4WD",4.7,8,"Auto(L4)",4,172,13,17,14,14.05,21.51,16.65,"R",,,,,,,,,,1606,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","DODGE","RAM 1500 PICKUP 4WD",4.7,8,"Manual(M5)",4,172,14,17,15,15.09,22.27,17.65,"R",,,,,,,,,,1501,,,2,13
"STANDARD PICKUP TRUCKS 4WD","DODGE","RAM 1500 PICKUP 4WD",5.9,8,"Auto(L4)",4,200,11,15,13,12.56,19.83,15.05,"R",,,,,,,,,,1730,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","FORD","EXPLORER SPORT TRAC 4WD",4,6,"Auto(L5)",4,752,15,20,17,16.5,25.4,19.59,"R",,,,,,,,,,1323,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","FORD","EXPLORER SPORT TRAC 4WD",4,6,"Manual(M5)",4,754,16,20,17,17.75,25.3,20.5,"R",,,,,,,,,,1323,,,2,13
"STANDARD PICKUP TRUCKS 4WD","FORD","F150 PICKUP 4WD",4.6,8,"Auto(L4)",4,942,14,18,16,15.79,22.89,18.35,"R",,,,,,,,,,1406,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","FORD","F150 PICKUP 4WD",4.2,6,"Auto(L4)",4,940,15,19,17,17.1,24.4,19.76,"R",,,,,,,,,,1323,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","FORD","F150 PICKUP 4WD",4.2,6,"Manual(M5)",4,941,16,19,17,17.25,24.25,19.82,"R",,,,,,,,,,1323,,,2,13
"STANDARD PICKUP TRUCKS 4WD","FORD","F150 PICKUP 4WD",4.6,8,"Manual(M5)",4,815,14,18,15,15.3,23.3,18.1,"R",,,,,,,,,,1501,,,2,13
"STANDARD PICKUP TRUCKS 4WD","FORD","F150 PICKUP 4WD",5.4,8,"Auto(L4)",4,944,14,17,15,15.14,22.38,17.72,"R",,,,,,,,,,1501,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","FORD","RANGER PICKUP 4WD",4,6,"Auto(L5)",4,930,15,18,16,16.15,23.7,18.85,"R",,,,,,,,,,1406,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","FORD","RANGER PICKUP 4WD",3,6,"Auto(L5)",4,925,16,19,17,17.6,24.1,20.03,"R",,,,,,,,,,1323,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","FORD","RANGER PICKUP 4WD",3,6,"Manual(M5)",4,927,18,21,19,19.8,27,22.5,"R",,,,,,,,,,1184,,,2,13
"STANDARD PICKUP TRUCKS 4WD","FORD","RANGER PICKUP 4WD",4,6,"Manual(M5)",4,931,16,19,17,17.3,24.3,19.88,"R",,,,,,,,,,1323,,,2,13
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA 4WD",5.3,8,"Auto(L4)",4,830,14,17,15,15.2,21.9,17.63,"R",,,,,,,,,,1501,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA 4WD",4.3,6,"Auto(L4)",4,813,15,18,16,16.4,23.6,19.01,"R",,,,,,,,,,1406,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA 4WD",4.3,6,"Manual(M5)",4,815,14,17,15,15.37,22.11,17.81,"R",,,,,,,,,,1501,,"SIL",2,13
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA 4WD",4.8,8,"Auto(L4)",4,809,14,17,16,15.98,22.12,18.26,"R",,,,,,,,,,1406,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA 4WD",4.8,8,"Manual(M5)",4,811,14,17,15,15.1,21.6,17.47,"R",,,,,,,,,,1501,,"SIL",2,13
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA 4WD",5.3,8,"Auto(L4)",4,844,14,17,15,15.5,21.9,17.85,"R",,,,,,,,,,1501,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA DENALI AWD",6,8,"Auto(L4)",4,805,12,15,14,13.8,19.4,15.86,"R",,,,,,,,,,1606,,,2,13
"STANDARD PICKUP TRUCKS 4WD","GMC","SONOMA 4WD",4.3,6,"Auto(L4)",4,813,15,20,17,16.8,25.5,19.85,"R",,,,,,,,,,1323,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","GMC","SONOMA 4WD",4.3,6,"Manual(M5)",4,815,14,17,15,15.3,21.7,17.64,"R",,,,,,,,,,1501,,"SIL",2,13
"STANDARD PICKUP TRUCKS 4WD","MAZDA","B3000 4WD",3,6,"Auto(L5)",4,976,16,19,17,17.6,24.1,20.03,"R",,,,,,,,,,1323,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","MAZDA","B3000 4WD",3,6,"Manual(M5)",4,978,18,21,19,19.8,27,22.5,"R",,,,,,,,,,1184,,,2,13
"STANDARD PICKUP TRUCKS 4WD","MAZDA","B4000 4WD",4,6,"Auto(L5)",4,980,15,18,16,16.15,23.7,18.85,"R",,,,,,,,,,1406,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","MAZDA","B4000 4WD",4,6,"Manual(M5)",4,982,16,19,17,17.3,24.3,19.88,"R",,,,,,,,,,1323,"SOHC",,2,13
"STANDARD PICKUP TRUCKS 4WD","NISSAN","FRONTIER V6-4WD",3.3,6,"Auto(L4)",4,91,15,19,17,17.21,24.49,19.87,"R",,,,,,,,,,1323,,"CLKUP",4,13
"STANDARD PICKUP TRUCKS 4WD","NISSAN","FRONTIER V6-4WD",3.3,6,"Auto(L4)",4,94,15,18,16,16.72,23.14,19.11,"P",,,"S",,,,,,,1547,,"CLKUP",4,13
"STANDARD PICKUP TRUCKS 4WD","NISSAN","FRONTIER V6-4WD",3.3,6,"Manual(M5)",4,91,16,18,17,18.25,23.56,20.31,"R",,,,,,,,,,1323,,,4,13
"STANDARD PICKUP TRUCKS 4WD","NISSAN","FRONTIER V6-4WD",3.3,6,"Manual(M5)",4,94,15,18,16,16.58,23.5,19.11,"P",,,"S",,,,,,,1547,,,4,13
"STANDARD PICKUP TRUCKS 4WD","TOYOTA","TOYOTA TACOMA 4WD",2.7,4,"Auto(L4)",4,23,18,21,19,20.32,26.8,22.8,"R",,,,,,,,,,1184,,"2MODE CLKUP",4,13
"STANDARD PICKUP TRUCKS 4WD","TOYOTA","TOYOTA TACOMA 4WD",2.7,4,"Manual(M5)",4,23,18,21,19,19.9,27.3,22.66,"R",,,,,,,,,,1184,,,4,13
"STANDARD PICKUP TRUCKS 4WD","TOYOTA","TOYOTA TACOMA 4WD",3.4,6,"Auto(L4)",4,11,17,19,17,18.4,24,20.56,"R",,,,,,,,,,1323,,"2MODE CLKUP",4,13
"STANDARD PICKUP TRUCKS 4WD","TOYOTA","TOYOTA TACOMA 4WD",3.4,6,"Manual(M5)",4,11,17,19,18,18.6,24.7,20.93,"R",,,,,,,,,,1251,,,4,13
"STANDARD PICKUP TRUCKS 4WD","TOYOTA","TOYOTA TUNDRA 4WD",3.4,6,"Auto(L4)",4,11,15,18,16,16.7,22.5,18.89,"R",,,,,,,,,,1406,,"CLKUP",4,13
"STANDARD PICKUP TRUCKS 4WD","TOYOTA","TOYOTA TUNDRA 4WD",3.4,6,"Manual(M5)",4,11,15,18,16,17.2,22.5,19.24,"R",,,,,,,,,,1406,,,4,13
"STANDARD PICKUP TRUCKS 4WD","TOYOTA","TOYOTA TUNDRA 4WD",4.7,8,"Auto(L4)",4,10,14,17,15,15.68,21.88,17.97,"R",,,,,,,,,,1501,,"CLKUP",4,13
"VANS, CARGO TYPE","CHEVROLET","ASTRO 2WD (CARGO)",4.3,6,"Auto(L4)","R",812,17,22,19,18.9,28.4,22.25,"R",,,,,,,,,,1184,,"CLKUP",2,14
"VANS, CARGO TYPE","CHEVROLET","ASTRO AWD (CARGO)",4.3,6,"Auto(L4)",4,813,15,20,17,16.8,25.5,19.85,"R",,,,,,,,,,1323,,"CLKUP",2,14
"VANS, CARGO TYPE","CHEVROLET","G1500/2500 CHEVY VAN 2WD",4.3,6,"Auto(L4)","R",812,15,18,16,16.4,23.3,18.92,"R",,,,,,,,,,1406,,"CLKUP",2,14
"VANS, CARGO TYPE","CHEVROLET","G1500/2500 CHEVY VAN 2WD",5,8,"Auto(L4)","R",820,15,19,16,16.3,23.99,19.05,"R",,,,,,,,,,1406,,"CLKUP",2,14
"VANS, CARGO TYPE","CHEVROLET","G1500/2500 CHEVY VAN 2WD",5.7,8,"Auto(L4)","R",821,14,17,15,15.3,22,17.73,"R",,,,,,,,,,1501,,,2,14
"VANS, CARGO TYPE","DODGE","RAM VAN 1500 2WD",3.9,6,"Auto(L3)","R",150,14,16,15,16.05,20.95,17.94,"R",,,,,,,,,,1501,,,2,14
"VANS, CARGO TYPE","DODGE","RAM VAN 1500 2WD",5.9,8,"Auto(L4)","R",200,12,17,14,13.5,22,16.34,"R",,,,,,,,,,1606,,"CLKUP",2,14
"VANS, CARGO TYPE","DODGE","RAM VAN 2500 2WD",3.9,6,"Auto(L3)","R",150,14,16,15,15.7,20.5,17.55,"R",,,,,,,,,,1501,,,2,14
"VANS, CARGO TYPE","DODGE","RAM VAN 2500 2WD",5.9,8,"Auto(L4)","R",200,12,17,14,13.5,22,16.34,"R",,,,,,,,,,1606,,"CLKUP",2,14
"VANS, CARGO TYPE","FORD","E150 ECONOLINE 2WD",4.6,8,"Auto(L4)","R",855,15,20,17,17.1,25.6,20.1,"R",,,,,,,,,,1323,,"CLKUP",2,14
"VANS, CARGO TYPE","FORD","E150 ECONOLINE 2WD",4.2,6,"Auto(L4)","R",850,14,18,16,15.8,23.4,18.5,"R",,,,,,,,,,1406,,"CLKUP",2,14
"VANS, CARGO TYPE","FORD","E150 ECONOLINE 2WD",5.4,8,"Auto(L4)","R",860,15,19,16,16.3,24.6,19.22,"R",,,,,,,,,,1406,,"CLKUP",2,14
"VANS, CARGO TYPE","FORD","E250 ECONOLINE 2WD",4.2,6,"Auto(L4)","R",880,14,18,16,15.8,23.4,18.5,"R",,,,,,,,,,1406,,"CLKUP",2,14
"VANS, CARGO TYPE","FORD","E250 ECONOLINE 2WD",5.4,8,"Auto(L4)","R",882,13,18,15,14.2,23,17.15,"R",,,,,,,,,,1501,,"CLKUP",2,14
"VANS, CARGO TYPE","GMC","G1500/2500 SAVANA 2WD CARGO",4.3,6,"Auto(L4)","R",812,15,18,16,16.4,23.3,18.92,"R",,,,,,,,,,1406,,"CLKUP",2,14
"VANS, CARGO TYPE","GMC","G1500/2500 SAVANA 2WD CARGO",5,8,"Auto(L4)","R",820,15,19,16,16.3,24,19.05,"R",,,,,,,,,,1406,,"CLKUP",2,14
"VANS, CARGO TYPE","GMC","G1500/2500 SAVANA 2WD CARGO",5.7,8,"Auto(L4)","R",821,14,17,15,15.29,22,17.72,"R",,,,,,,,,,1501,,,2,14
"VANS, CARGO TYPE","GMC","SAFARI 2WD (CARGO)",4.3,6,"Auto(L4)","R",812,17,22,19,18.9,28.4,22.25,"R",,,,,,,,,,1184,,"CLKUP",2,14
"VANS, CARGO TYPE","GMC","SAFARI AWD (CARGO)",4.3,6,"Auto(L4)",4,813,15,20,17,16.8,25.5,19.85,"R",,,,,,,,,,1323,,"CLKUP",2,14
"VANS, PASSENGER TYPE","CHEVROLET","ASTRO 2WD (PASSENGER)",4.3,6,"Auto(L4)","R",812,15,20,17,17.1,25.5,20.08,"R",,,,,,,,,,1323,,"CLKUP",2,15
"VANS, PASSENGER TYPE","CHEVROLET","ASTRO AWD (PASSENGER)",4.3,6,"Auto(L4)",4,813,15,18,16,16.4,23.6,19.01,"R",,,,,,,,,,1406,,"CLKUP",2,15
"VANS, PASSENGER TYPE","CHEVROLET","G1500/2500 CHEVY EXPRESS 2WD",4.3,6,"Auto(L4)","R",812,14,18,16,15.8,22.6,18.27,"R",,,,,,,,,,1406,,"CLKUP",2,15
"VANS, PASSENGER TYPE","CHEVROLET","G1500/2500 CHEVY EXPRESS 2WD",5,8,"Auto(L4)","R",820,14,18,16,16,23.6,18.71,"R",,,,,,,,,,1406,,"CLKUP",2,15
